day,model,method,precision,recall,roc_auc,accuracy,f1_score
09-11,rf,heuristic,0.7081,0.6221,0.6828,0.6828,0.6623
09-11,rf,node2vec,0.662,0.7218,0.6766,0.6766,0.6906
09-11,rf,deepwalk,0.7732,0.5025,0.6775,0.6775,0.6091
09-12,rf,heuristic,0.704,0.6159,0.6785,0.6785,0.657
09-12,rf,node2vec,0.6594,0.7151,0.6729,0.6729,0.6861
09-12,rf,deepwalk,0.7737,0.4996,0.6767,0.6767,0.6071
09-13,rf,heuristic,0.7032,0.6133,0.6772,0.6772,0.6552
09-13,rf,node2vec,0.66,0.7136,0.673,0.673,0.6858
09-13,rf,deepwalk,0.7749,0.502,0.6781,0.6781,0.6093
09-14,rf,heuristic,0.7041,0.6122,0.6774,0.6774,0.6549
09-14,rf,node2vec,0.6616,0.7217,0.6763,0.6763,0.6904
09-14,rf,deepwalk,0.7762,0.5052,0.6798,0.6798,0.6121
09-15,rf,heuristic,0.7056,0.6166,0.6797,0.6797,0.6581
09-15,rf,node2vec,0.6632,0.7285,0.6793,0.6793,0.6943
09-15,rf,deepwalk,0.776,0.5052,0.6797,0.6797,0.612
09-16,rf,heuristic,0.7055,0.618,0.68,0.68,0.6589
09-16,rf,node2vec,0.6635,0.727,0.6792,0.6792,0.6938
09-16,rf,deepwalk,0.7741,0.5043,0.6786,0.6785,0.6107
09-17,rf,heuristic,0.7079,0.6275,0.6843,0.6843,0.6653
09-17,rf,node2vec,0.6597,0.7167,0.6735,0.6735,0.6871
09-17,rf,deepwalk,0.7736,0.5034,0.6781,0.6781,0.6099
09-18,rf,heuristic,0.708,0.6209,0.6824,0.6824,0.6616
09-18,rf,node2vec,0.6625,0.7214,0.6769,0.6769,0.6907
09-18,rf,deepwalk,0.7754,0.5033,0.6788,0.6788,0.6104
09-19,rf,heuristic,0.7037,0.6115,0.677,0.677,0.6544
09-19,rf,node2vec,0.6599,0.7134,0.6728,0.6728,0.6856
09-19,rf,deepwalk,0.7737,0.4996,0.6767,0.6767,0.6072
09-20,rf,heuristic,0.7082,0.631,0.6855,0.6855,0.6673
09-20,rf,node2vec,0.658,0.7127,0.6711,0.6711,0.6843
09-20,rf,deepwalk,0.776,0.5115,0.6819,0.6819,0.6166
09-21,rf,heuristic,0.7024,0.6075,0.6751,0.6751,0.6516
09-21,rf,node2vec,0.6639,0.7259,0.6792,0.6792,0.6935
09-21,rf,deepwalk,0.7746,0.5071,0.6798,0.6798,0.6129
09-22,rf,heuristic,0.7049,0.6177,0.6796,0.6796,0.6584
09-22,rf,node2vec,0.6643,0.7292,0.6803,0.6803,0.6952
09-22,rf,deepwalk,0.7752,0.504,0.6789,0.6789,0.6109
09-23,rf,heuristic,0.7067,0.6232,0.6823,0.6823,0.6623
09-23,rf,node2vec,0.6632,0.7248,0.6784,0.6784,0.6926
09-23,rf,deepwalk,0.7749,0.5055,0.6793,0.6793,0.6118
09-24,rf,heuristic,0.7088,0.6267,0.6846,0.6846,0.6652
09-24,rf,node2vec,0.6603,0.7174,0.6741,0.6741,0.6876
09-24,rf,deepwalk,0.7742,0.502,0.6778,0.6778,0.6091
09-25,rf,heuristic,0.7098,0.6317,0.6867,0.6867,0.6685
09-25,rf,node2vec,0.6596,0.7148,0.673,0.673,0.6861
09-25,rf,deepwalk,0.7746,0.5042,0.6787,0.6787,0.6108
09-26,rf,heuristic,0.7016,0.6066,0.6743,0.6743,0.6506
09-26,rf,node2vec,0.6612,0.719,0.6753,0.6753,0.6889
09-26,rf,deepwalk,0.7728,0.4973,0.6756,0.6756,0.6052
09-27,rf,heuristic,0.7027,0.6092,0.6757,0.6757,0.6526
09-27,rf,node2vec,0.6605,0.7156,0.6739,0.6739,0.687
09-27,rf,deepwalk,0.7735,0.5006,0.677,0.677,0.6078
09-28,rf,heuristic,0.7002,0.6032,0.6724,0.6724,0.6481
09-28,rf,node2vec,0.6645,0.7278,0.6802,0.6802,0.6947
09-28,rf,deepwalk,0.7752,0.5077,0.6803,0.6803,0.6136
09-29,rf,heuristic,0.7047,0.6172,0.6793,0.6793,0.6581
09-29,rf,node2vec,0.6647,0.7306,0.681,0.681,0.6961
09-29,rf,deepwalk,0.7751,0.5058,0.6795,0.6795,0.6122
09-30,rf,heuristic,0.7065,0.6183,0.6807,0.6807,0.6595
09-30,rf,node2vec,0.6636,0.724,0.6785,0.6785,0.6925
09-30,rf,deepwalk,0.7746,0.5064,0.6795,0.6795,0.6125
