day,model,method,precision,recall,roc_auc,accuracy,f1_score
08-19,rf,deepwalk,0.7744,0.4818,0.6707,0.6707,0.594
08-20,rf,heuristic,0.701,0.6148,0.6763,0.6763,0.6551
08-20,rf,node2vec,0.6861,0.7051,0.6913,0.6913,0.6955
08-20,rf,deepwalk,0.7748,0.4839,0.6716,0.6716,0.5957
08-21,rf,heuristic,0.7012,0.6147,0.6764,0.6764,0.6551
08-21,rf,node2vec,0.6827,0.6978,0.6867,0.6867,0.6902
08-21,rf,deepwalk,0.7747,0.4806,0.6704,0.6704,0.5932
08-22,rf,heuristic,0.6979,0.6038,0.6712,0.6712,0.6474
08-22,rf,node2vec,0.6854,0.7042,0.6905,0.6905,0.6947
08-22,rf,deepwalk,0.7727,0.4787,0.6689,0.6689,0.5912
08-23,rf,heuristic,0.6953,0.5971,0.6677,0.6677,0.6425
08-23,rf,node2vec,0.6847,0.701,0.6891,0.6891,0.6927
08-23,rf,deepwalk,0.7722,0.4774,0.6683,0.6683,0.5901
08-24,rf,heuristic,0.6939,0.5931,0.6658,0.6658,0.6396
08-24,rf,node2vec,0.6815,0.6889,0.6834,0.6834,0.6852
08-24,rf,deepwalk,0.7713,0.4757,0.6673,0.6673,0.5885
08-25,rf,heuristic,0.6973,0.6051,0.6712,0.6712,0.6479
08-25,rf,node2vec,0.6832,0.7002,0.6878,0.6878,0.6916
08-25,rf,deepwalk,0.7721,0.4776,0.6683,0.6683,0.5901
08-26,rf,heuristic,0.6982,0.6103,0.6732,0.6732,0.6513
08-26,rf,node2vec,0.6824,0.6976,0.6865,0.6865,0.6899
08-26,rf,deepwalk,0.7719,0.4791,0.6687,0.6687,0.5912
08-27,rf,heuristic,0.6992,0.6086,0.6734,0.6734,0.6508
08-27,rf,node2vec,0.6862,0.7076,0.692,0.692,0.6967
08-27,rf,deepwalk,0.7736,0.4779,0.669,0.669,0.5908
08-29,rf,heuristic,0.6914,0.5897,0.6632,0.6632,0.6365
08-29,rf,node2vec,0.6812,0.6904,0.6836,0.6836,0.6858
08-29,rf,deepwalk,0.7685,0.4706,0.6644,0.6644,0.5838
08-30,rf,heuristic,0.6908,0.5863,0.662,0.662,0.6343
08-30,rf,node2vec,0.6825,0.6932,0.6853,0.6853,0.6878
08-30,rf,deepwalk,0.7694,0.4694,0.6644,0.6644,0.5831
08-31,rf,heuristic,0.6903,0.5837,0.6609,0.6609,0.6325
08-31,rf,node2vec,0.6776,0.6831,0.679,0.679,0.6803
08-31,rf,deepwalk,0.7688,0.4711,0.6647,0.6647,0.5842
09-01,rf,heuristic,0.6949,0.5962,0.6672,0.6672,0.6418
09-01,rf,node2vec,0.6806,0.6893,0.6829,0.6829,0.6849
09-01,rf,deepwalk,0.7696,0.4695,0.6645,0.6645,0.5832
09-02,rf,heuristic,0.6987,0.6081,0.6729,0.6729,0.6503
09-02,rf,node2vec,0.6823,0.6945,0.6855,0.6855,0.6883
09-02,rf,deepwalk,0.7715,0.4764,0.6676,0.6676,0.5891
09-03,rf,heuristic,0.6951,0.5988,0.668,0.668,0.6433
09-03,rf,node2vec,0.6831,0.6962,0.6866,0.6866,0.6896
09-03,rf,deepwalk,0.7697,0.4707,0.6649,0.6649,0.5842
09-04,rf,heuristic,0.6976,0.6057,0.6716,0.6716,0.6484
09-04,rf,node2vec,0.6792,0.6853,0.6808,0.6808,0.6823
09-04,rf,deepwalk,0.77,0.4728,0.6658,0.6658,0.5859
09-05,rf,heuristic,0.6946,0.5956,0.6668,0.6668,0.6413
09-05,rf,node2vec,0.6838,0.6966,0.6872,0.6872,0.6901
09-05,rf,deepwalk,0.7698,0.4724,0.6656,0.6656,0.5855
09-06,rf,heuristic,0.6931,0.5886,0.664,0.664,0.6366
09-06,rf,node2vec,0.682,0.6926,0.6849,0.6849,0.6873
09-06,rf,deepwalk,0.7706,0.4696,0.6649,0.6649,0.5835
09-07,rf,heuristic,0.6918,0.5868,0.6627,0.6627,0.635
09-07,rf,node2vec,0.6802,0.6868,0.6819,0.6819,0.6834
09-07,rf,deepwalk,0.7698,0.4735,0.666,0.666,0.5864
09-08,rf,heuristic,0.6983,0.6057,0.672,0.672,0.6487
09-08,rf,node2vec,0.6853,0.7023,0.6899,0.6899,0.6937
09-08,rf,deepwalk,0.7709,0.4755,0.6671,0.6671,0.5882
09-09,rf,heuristic,0.6941,0.594,0.6661,0.6661,0.6401
09-09,rf,node2vec,0.6826,0.6937,0.6856,0.6856,0.6881
09-09,rf,deepwalk,0.7704,0.4706,0.6652,0.6652,0.5843
09-10,rf,heuristic,0.6925,0.5894,0.6638,0.6638,0.6368
09-10,rf,node2vec,0.6809,0.6878,0.6827,0.6827,0.6843
09-10,rf,deepwalk,0.7668,0.4684,0.663,0.663,0.5816
09-11,rf,heuristic,0.6985,0.6086,0.673,0.673,0.6504
09-11,rf,node2vec,0.687,0.7058,0.6922,0.6922,0.6963
09-11,rf,deepwalk,0.7712,0.4779,0.668,0.668,0.5901
09-12,rf,heuristic,0.6975,0.606,0.6716,0.6716,0.6486
09-12,rf,node2vec,0.6808,0.6908,0.6835,0.6835,0.6858
09-12,rf,deepwalk,0.7695,0.4724,0.6655,0.6655,0.5854
09-13,rf,heuristic,0.6961,0.6001,0.6691,0.6691,0.6446
09-13,rf,node2vec,0.6831,0.7021,0.6882,0.6882,0.6925
09-13,rf,deepwalk,0.7712,0.4748,0.6669,0.6669,0.5877
